0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
Slope6,29.86347412,29.97152265,30.42735009,30.91471404,30.0422495,29.54503378,29.87508776,30.24160042,29.72722405,29.23388797,30.24583331,29.73067924,30.12159766,29.83054134,29.51039962,30.1382218,30.74777615,29.48513657,29.43597587,29.5184663,29.58522518,29.76497072,30.74846754,29.72869248,29.4974474,30.08752462,30.28556152,30.04825676,29.41484731,29.96569009,29.92424337,30.00788411,29.1677355,29.46259763,30.42979346,29.70809639,30.18991016,29.41406183,29.85496503,31.05600107,29.92296516,29.97423421,30.43517212,29.64644674,29.70527008,30.29813716,29.48794802,30.43906695,29.91278085,29.92012463,29.69566202,29.80238476,30.04223929,29.93666331,30.42980238,29.60229583,29.61885023,29.25490161,31.56923019,29.75793817,26.0,27.0,26.0,25.0,27.0,25.0,26.0,27.0,25.0,25.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,22.3544299,21.88289792,21.31740084,22.80522252,22.26455987,22.17808573,21.85889078,23.00849925,22.57948184,20.88579636,22.93419097,21.98857759,21.72445474,22.02836478,21.82536209,22.15479451,21.65650295,22.31381852,21.78710659,22.09114123,CoolingSystemIssues
signal_sensor_fail,26.92349361,0.0,29.62123325,29.08097308,29.44328216,29.72233331,30.0861728,31.07936588,28.85220811,29.59928118,32.15067693,30.70064523,29.01917123,0.0,31.39907388,29.20505276,0.0,30.72848228,28.85653926,29.72111694,29.48243681,28.37913617,0.0,31.21390531,29.56571567,31.17216864,31.79336853,30.33524815,29.951738800000005,0.0,29.866207199999998,30.28706558,29.23048038,31.67511823,29.90212154,29.70951355,29.03727025,29.36245024,26.99856893,29.26823726,29.78704544,30.19569626,29.7341524,29.87994341,0.0,30.56404019,29.9191213,30.31871352,29.58961457,30.39833757,30.3394988,30.79380928,30.96267577,29.16979147,30.68333121,30.66718822,30.28350754,30.27417756,30.01242987,29.5509162,0.0,31.00595984,26.76078141,29.85178378,28.86718745,29.21279954,29.06276413,31.14185789,29.71363256,29.71714936,28.26809277,28.71039922,29.87232554,31.69125486,31.17637691,30.50550364,28.86541293,29.85441913,29.74065086,29.30736409,31.19199362,29.93672586,31.84344413,30.70317912,30.47232765,30.42353032,0.0,29.76384918,0.0,29.96255824,31.60706585,30.63429383,29.84511916,29.929043800000002,29.6581019,30.14966276,31.09895974,28.790797100000002,0.0,29.55688889,Anemometer errors
signal_sensor_fail,28.06897129,30.98878569,30.0134776,31.36832908,29.53474022,28.727938800000004,29.76049565,30.58010442,29.74775629,29.04252087,29.3803475,31.31325833,31.65289828,29.06982319,0.0,29.02534089,31.60988355,29.569535,28.8050224,29.62593525,30.60987896,30.38900939,30.1230347,27.92777993,0.0,0.0,0.0,30.05057646,28.62827698,0.0,30.65360452,29.7351848,28.55176222,28.8987257,30.00781667,30.02199624,30.179993800000002,30.44334631,27.25069565,30.0609712,29.60565524,30.40756839,28.81886227,0.0,27.47323847,30.12531786,0.0,28.83985876,29.72641773,31.38825675,29.24526751,30.72760461,29.74010445,30.40162902,31.69793508,31.02848388,32.35743223,28.88086284,29.97514274,29.32656466,30.02236116,27.98859503,0.0,29.44909635,29.29467457,30.17925947,30.56284904,29.04318541,0.0,31.23574227,31.10397638,29.49883787,29.09151908,27.86089879,29.613693800000004,30.69126992,30.40870828,28.91091204,31.09983179,30.68686643,28.77996008,30.1659738,31.11861766,30.77416857,31.05634776,30.43121868,30.04670418,30.60747372,30.10426445,31.2750274,29.54205851,30.28971833,30.00751953,0.0,30.19633707,32.15623653,28.541567699999998,31.61106734,30.65314317,29.75592648,Anemometer errors
SteepDecrease,29.44497709,30.06901183,29.31064444,30.09586316,30.73663167,29.88040874,28.75492914,30.53585705,29.84700769,29.28975781,30.36911481,30.28276531,30.94139982,30.11935192,29.74209629,30.34061598,30.960269699999998,29.854006400000003,29.63460414,30.45408196,29.76022979,29.9069772,29.89255468,29.67582527,29.68317796,23.0,22.0,24.0,22.0,22.0,24.0,22.0,24.0,22.0,24.0,23.0,24.0,22.0,23.0,23.0,24.0,22.0,22.0,22.0,24.0,22.0,22.0,22.0,24.0,23.0,22.0,23.0,22.0,23.0,22.0,24.0,22.0,24.0,22.0,23.0,23.0,23.0,22.0,22.0,22.0,23.0,24.0,22.0,24.0,23.0,23.0,23.0,22.0,22.0,22.0,23.0,23.0,23.0,24.0,24.0,22.0,24.0,23.0,24.0,23.0,24.0,24.0,24.0,22.0,24.0,22.0,23.0,22.0,22.0,22.0,24.0,24.0,22.0,22.0,22.0,BladeAccumulatorPressureIssues
signal_suuden_rise_fall,29.175146299999998,31.25885223,30.60104125,29.82326359,30.24983454,31.521451199999998,31.52300528,34.67032828,33.40680675,32.56544931,31.99232907,34.22610474,33.8889037,34.33231988,33.85601107,33.28619385,35.36484232,35.02749269,36.66695702,38.16130613,37.18337449,37.15030022,37.66057303,38.465804399999996,37.81748137,39.12766858,39.03813286,40.68425364,40.02060871,40.78045668,42.3310191,41.65731518,43.13610467,41.88803449,42.68052807,41.68196252,44.19403502,43.17817648,44.47191349,45.78399809,45.84198808,44.70149797,46.55577789,44.98593238,46.79518433,48.16383709,47.34219831,49.28777985,49.03990238,52.00405736,62.0,63.0,63.0,62.0,64.0,69.0,64.0,64.0,61.0,61.0,54.26131483,52.37296363,54.18776273,54.62769305,54.91036132,54.3223952,56.07072726,56.38376098,56.89459233,57.52949833,54.73262229,57.39972403,57.26467715,57.37918153,58.23046912,59.22686703,60.48641566,59.48797661,60.81787511,61.87552602,62.92832458,62.97111695,60.89594614,64.51123284,62.81850629,64.36885271,63.58489445,65.64920703,65.48850511,66.35154516,65.19407967,63.74621234,66.83682316,65.26531434,67.08260385,67.36020933,67.50688973,69.16338301,67.82004852,69.08540291,Generator speed discrepancies
signal_sensor_fail,31.16355255,29.34212969,30.40959092,31.22863389,29.18114813,31.21182725,28.10364614,29.73142031,31.01193373,30.62489999,31.44504851,29.83188806,31.45390475,30.69303537,30.65015526,0.0,28.68385605,30.19559867,30.44728729,29.20591318,30.94694596,30.55633199,31.13909464,28.59409492,29.6462425,29.27696698,28.89569688,28.39683041,30.42252464,29.03086662,29.80566676,30.56063318,29.85669019,0.0,31.2879105,28.73889097,30.60684551,29.66975445,30.21471845,29.96655717,27.44306412,30.56977378,0.0,29.80126519,30.20230294,30.38040244,32.14162967,30.00154497,31.20430543,29.69880168,30.11763373,29.31582789,27.55694996,29.30653823,31.18960549,0.0,30.62232755,29.51309298,29.81246631,0.0,29.73555504,31.31721622,29.96746435,29.74478936,29.33758788,30.46868257,28.94190947,27.95867714,30.93616327,29.65192142,0.0,31.46174538,28.91833693,28.88959566,30.56711914,30.05811615,30.44972198,30.26361023,30.74679502,29.65977619,31.12527802,0.0,31.83986132,30.23840969,0.0,29.70798239,27.91425184,29.91778937,0.0,29.85926723,30.11768459,28.85772546,31.36755803,29.58871766,30.80242211,28.29263173,30.86324398,28.87500427,0.0,30.4303232,Anemometer errors
SteepDecreaseVariations,29.40340182,30.34082249,30.57367696,28.71846541,30.45822942,30.75295993,30.71478869,30.66185841,29.99183667,30.05616304,29.98704446,29.25982788,30.17917414,29.98672207,29.81576231,29.88767386,29.81773046,29.91042262,30.934027,30.444309499999996,29.91872353,30.89091371,28.94714925,29.03072079,29.60184519,30.29609046,30.11545157,29.2463369,29.88475375,30.3422131,30.07580807,23.0,22.0,22.0,23.0,22.0,23.0,23.0,22.0,22.0,22.0,23.0,22.0,22.0,23.0,22.0,23.0,23.0,22.0,22.0,22.0,23.0,23.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,22.0,22.0,22.0,23.0,22.0,22.0,22.0,22.0,22.0,23.0,23.0,23.0,22.0,23.0,22.0,22.0,23.0,23.0,23.0,22.0,22.0,22.0,23.0,22.0,22.0,23.0,22.0,23.0,22.0,22.0,22.0,23.0,22.0,23.0,23.0,22.0,23.0,22.0,23.0,BladeAccumulatorPressureIssues
signal_suuden_rise_fall,30.3928898,28.72968242,31.19616196,31.024484499999996,28.78592861,30.63604617,28.83108522,32.16870203,29.43792558,30.89559952,30.01249144,30.28036149,30.33563143,65.0,69.0,65.0,68.0,65.0,66.0,65.0,66.0,65.0,68.0,69.0,68.0,66.0,66.0,68.0,68.0,68.0,69.0,69.0,65.0,65.0,66.0,69.0,67.0,69.0,66.0,69.0,65.0,69.0,67.0,69.0,68.0,65.0,66.0,65.0,66.0,67.0,68.0,67.0,65.0,66.0,67.0,65.0,68.0,68.0,66.0,66.0,65.0,65.0,69.0,65.0,65.0,68.0,65.0,68.0,69.0,68.0,68.0,67.0,65.0,68.0,66.0,69.0,65.0,66.0,66.0,30.81466327,30.91157891,30.24017775,29.77652205,29.90998126,30.18563859,29.73125521,30.813403499999996,30.16456201,28.01430458,29.424755199999996,32.56044267,29.43672127,30.24721208,29.36955051,29.55465799,28.454883399999996,32.697686499999996,28.81810669,28.75137502,30.04402191,Generator speed discrepancies
signal_sensor_fail,28.95476894,28.77649142,29.41606992,29.35082103,30.61087065,29.48714237,29.66179452,29.17472109,31.12813638,30.38795777,0.0,28.30091756,0.0,30.65006609,0.0,29.69554788,30.48211847,30.63313496,29.75742422,33.01830932,31.13586351,30.53548683,30.20594735,30.80189229,29.34379662,29.98872683,30.59579794,29.87492938,30.99685545,31.03677293,29.15569164,28.69341743,29.34460969,29.92245278,32.29345545,28.29157177,31.25612684,0.0,30.61211664,0.0,29.23657361,30.9256032,31.14900319,30.51811832,30.51346762,30.64730406,30.13529394,31.092290600000002,30.04042204,28.37316935,29.5679564,27.78932867,30.42622506,30.80538073,30.40154342,30.96814384,32.58875928,0.0,30.54399299,29.52309729,0.0,29.65819792,30.64011906,28.06251505,30.28379273,29.20769376,31.14437267,29.78104809,29.90573874,29.09502267,30.27449707,29.65171426,28.6839736,29.91614038,30.4878211,31.58399918,31.38228332,30.59661838,29.91096669,0.0,30.73161729,29.83283158,30.78486386,0.0,30.06681298,30.86914451,28.76426217,28.85622102,29.33466671,31.72980846,28.18104707,30.41089359,0.0,30.33357832,30.74468944,28.87556152,28.26462527,30.33507362,29.07316605,29.97223894,Anemometer errors
b'Convex_rise_with_decreasing_ends',30.21229601,39.44514198,39.02162282,44.42883222,44.89684119,46.26337874,46.58806961,45.56311708,47.5070424,49.74458003,48.96444653,49.24575592,49.27533764,49.77217439,50.94579105,54.8201757,53.59252528,52.95077927,53.78671184,50.74513385,54.65009584,55.87376218,55.28040831,54.17486683,55.91604548,55.31173597,59.33836946,55.3175777,60.50941794,56.05568676,57.70401182,58.96866563,58.21943465,58.03895203,58.78668197,60.03385831,57.65055791,61.5859843,60.29608629,59.04104354,59.82133833,61.70120172,61.83172243,61.18489181,63.09761497,61.77145065,60.57870179,61.20693826,62.38873101,58.13886824,61.21516701,63.79747592,63.11722638,66.65322618,66.23116628,66.5257264,63.18667989,62.44475682,65.52455754,65.25469555,65.96762976,65.99184472,63.667482299999996,64.53273025,67.16377086,66.25792516,65.06382986,66.73398486,65.82711602,66.76681049999999,69.33467029,65.59488549,68.45462866,66.82136932,66.41811987,68.00860579,64.80195055,68.24117363,67.03324595,70.0,68.21176944,66.37605452,69.08665752,65.47205319,67.42912044,65.79968504,67.40130114,63.99673899,66.71978579,64.90320485,65.19924669,65.45289304,64.90834679,65.23699263,66.8413417,63.89259682,64.65344259999999,65.76088401,62.03181755,66.95185556,Overheated oil
signal_sensor_fail,30.63418866,30.412006400000003,30.45178519,0.0,31.7481202,30.64578219,30.93484532,29.44708278,30.11184546,0.0,31.87585422,29.28603462,32.581763800000004,30.51244076,29.81068821,31.36782919,30.63489016,29.43030883,0.0,30.85058657,30.86100273,30.04403316,29.99063312,29.98497138,29.99784567,0.0,31.7465652,29.07032995,29.39168384,30.02438835,29.040596500000003,0.0,30.96184426,30.55445278,30.98226825,31.23584323,31.30859965,28.19636237,30.78752896,30.67553287,30.48031663,29.90131573,29.621722700000003,29.85817202,0.0,31.10947802,29.012387800000003,29.63491725,29.0460495,29.13896443,29.817348100000004,32.1218751,28.99165302,30.58036611,30.03866352,29.74263624,30.80498036,29.76971353,29.77727815,29.23664785,30.25504728,32.06906942,29.97026762,29.39630849,29.47387121,29.33059949,0.0,29.07018333,30.54001783,30.28021141,29.33348549,29.27731563,31.65863815,29.67702414,29.14963798,29.76384197,29.99383241,0.0,29.48591594,30.69265614,28.69877902,30.34696457,31.10457784,29.8225892,30.69353023,28.30680467,30.75688777,31.42540615,28.28043817,0.0,28.50528038,31.10258846,30.28053878,31.82283426,29.97110899,31.15179058,31.10464981,0.0,27.8913489,29.32693398,Anemometer errors
b'Linear_rise_with_decreasing_ends',32.37924796,26.96124647,30.73581939,30.38450021,30.54815277,30.31737384,29.84528846,32.49349103,28.0585268,31.37668868,27.20874144,30.50679083,29.257003000000005,23.84138974,34.49439602,31.18660757,28.20823672,31.95315941,33.83392974,30.00507129,28.26982556,30.0771696,33.16574646,34.02075977,30.22117315,31.46730123,34.02874932,36.34206385,33.38802192,38.54840356,37.07614246,40.15418293,38.03382499,38.31843178,39.35192433,39.72863492,40.20885006,43.86076702,40.99678847,43.47861925,43.63983947,45.23356336,45.76059489,45.19244947,49.38813432,49.8494709,51.82589404,50.36883042,48.23546399,49.25821854,52.87808378,50.65277391,52.22810952,55.90421206,55.47833215,54.57990482,54.30194988,55.49166367,57.94780894,56.57351656,56.69567892,59.83040607,56.86030945,57.78437314,60.55168467,61.84159085,63.36806821,62.49879117,69.21111016,70.0,68.04452642,64.42831979,62.81062574,63.92497431,65.01976783,64.57066581,63.88625257,62.45257798,64.18170932,60.32636055,60.32468561,61.05710414,61.49008072,62.24671497,58.39984116,62.01005292,65.29992295,61.05389423,59.77666755,59.25046006,64.71281785,61.49023966,60.26139435,60.883360100000004,60.71712309,60.777496299999996,60.14283514,57.65231105,60.81632553,57.2480548,Oil Leakage
SteepDecrease,30.13871073,30.80795257,29.80883814,30.41242129,29.92888966,30.27509714,29.8105076,30.65684457,29.91875134,29.64649249,30.31298648,30.10244567,30.33311269,30.50542648,29.39614967,29.45264543,30.49094152,29.86261844,29.52146649,29.79211291,30.18014196,29.92854081,30.51725835,29.80509457,30.61447118,23.0,23.0,22.0,24.0,23.0,22.0,22.0,22.0,22.0,23.0,22.0,22.0,22.0,22.0,23.0,24.0,23.0,22.0,23.0,24.0,23.0,23.0,24.0,22.0,23.0,22.0,24.0,23.0,22.0,22.0,24.0,24.0,23.0,23.0,24.0,24.0,22.0,23.0,22.0,24.0,24.0,23.0,23.0,22.0,22.0,23.0,23.0,23.0,22.0,24.0,24.0,23.0,24.0,24.0,22.0,23.0,24.0,22.0,23.0,23.0,22.0,22.0,24.0,24.0,24.0,24.0,23.0,23.0,24.0,24.0,23.0,24.0,24.0,23.0,24.0,BladeAccumulatorPressureIssues
Slope5,30.95041306,30.27709739,29.96363727,30.29847814,30.50656511,31.08428698,29.77927696,29.085595899999998,29.72462184,30.24502278,30.39936762,30.48537253,30.72406834,29.675150300000002,30.24999158,30.2520083,30.76119803,30.07469265,30.11279418,29.4505627,30.46213144,30.71819502,29.15661717,29.89571059,30.16838399,30.06165968,29.45899177,29.97209844,29.76698066,29.7703961,30.0074626,30.34198085,29.69112239,30.24876313,30.31465884,30.61374616,30.02077761,29.63772247,30.137095000000002,30.21994332,30.3781975,29.88637872,29.80885121,30.219635200000003,29.47165412,29.73569449,29.42193152,30.23277558,30.53649866,30.1505407,25.0,25.0,26.0,27.0,26.0,25.0,27.0,27.0,26.0,27.0,24.0,25.0,24.0,23.0,23.0,25.0,24.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,21.7553824,22.5970234,22.23044353,22.0015521,21.79634855,21.25778026,21.73504882,22.67260412,23.00629071,21.83194703,21.29877028,21.23371268,22.00369863,21.39334444,21.96785623,21.76554162,22.42280671,21.28993188,21.0066848,22.65837218,CoolingSystemIssues
SteepDecreaseVariations,29.792633399999996,29.67877683,29.49960556,29.59323807,29.8762613,29.29196807,30.57766336,30.22375126,30.8109294,29.74798658,30.155026799999998,29.73635629,30.5063351,31.1122637,29.591021,29.53149394,29.88025349,29.599108,29.66547511,29.637653000000004,29.85863835,30.48255444,29.48794453,31.00242246,29.13609143,29.14697169,29.33079837,30.17907701,30.10130379,29.36663638,29.67638741,29.53246645,29.13713496,30.41997964,29.62968116,30.06786488,29.24691734,30.02785926,29.11942236,30.12883797,23.0,24.0,24.0,23.0,24.0,23.0,23.0,24.0,23.0,23.0,24.0,24.0,24.0,24.0,23.0,24.0,23.0,24.0,24.0,24.0,23.0,23.0,23.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,24.0,23.0,23.0,24.0,23.0,23.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0,24.0,24.0,23.0,24.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,23.0,23.0,24.0,24.0,23.0,BladeAccumulatorPressureIssues
SteepDecrease,29.65956015,29.87916334,30.082112199999997,29.79117246,30.47969812,30.37900897,29.21433741,30.64161512,30.61994615,29.30743212,29.61821617,30.18564708,29.7605395,29.95299374,29.66727628,30.92089729,30.01047585,31.05687459,30.12997541,29.738063699999998,30.02782582,30.22194843,29.08144557,30.61620185,30.50700411,24.0,23.0,22.0,23.0,23.0,23.0,22.0,22.0,24.0,24.0,24.0,22.0,24.0,24.0,23.0,22.0,23.0,23.0,23.0,24.0,24.0,22.0,24.0,23.0,24.0,23.0,24.0,24.0,22.0,23.0,23.0,22.0,24.0,22.0,24.0,23.0,23.0,22.0,24.0,23.0,24.0,22.0,22.0,24.0,24.0,22.0,23.0,24.0,23.0,22.0,23.0,24.0,23.0,23.0,23.0,24.0,22.0,23.0,23.0,22.0,23.0,24.0,23.0,24.0,24.0,22.0,24.0,22.0,22.0,23.0,24.0,23.0,23.0,23.0,24.0,BladeAccumulatorPressureIssues
b'Convex_rise_with_decreasing_ends',30.96213643,26.13935967,30.47347874,27.87506815,27.78001708,30.005836900000002,30.24142555,29.06187908,29.89940805,31.74543886,30.440617,28.52472049,29.0679416,30.84210364,29.92173365,30.73140518,30.08168239,29.13249792,31.35633204,31.61989655,30.61299519,37.78456235,44.46450484,44.08792151,46.1750557,47.13578112,46.64041081,50.31032445,49.29704064,48.8346727,52.053683299999996,52.29290731,54.9229636,54.34764836,56.58021622,56.63993107,55.81872492,56.22596953,53.92765246,56.24806848,57.89488684,59.17005244,57.19747401,60.32973705,57.47074717,58.68691441,61.40673387,61.55023487,57.99246326,61.42450175,61.61542729,61.53346694,61.62283319,64.84893869,63.88339695,65.65257408,63.35036831,61.00946102,63.41118917,63.14443906,64.09682543,65.71925498,61.44470487,68.0053712,68.27149143,67.67498544,66.37192579,66.00879702,66.48866884,68.16176540000001,65.64227026,67.21872323,70.0,65.22731125,64.75058141,64.330054,69.38147922,66.1284333,69.12046908,66.93939817,65.72734413,65.60583383,66.98020696,65.11118832,66.77657329,65.38077155,65.90860374,65.60584486,66.90518865,64.94270193,66.02117803,64.83360024,65.13462410000001,65.88638466,64.41437264,62.73532882,66.61542824,66.90204651,65.57373425,63.57178654,Overheated oil
b'Linear_rise_with_constant_ends',33.31762153,28.14606852,31.78672184,31.48128356,28.71956102,25.97066858,29.15768524,31.56021513,32.09882386,29.10239787,28.54454942,28.72325812,30.99729345,34.06426627,27.38709454,28.250466999999997,33.76435967,31.69102602,29.13446013,31.35712918,33.22709055,26.92660015,32.74353539,28.27682842,30.91613133,30.78468148,29.538764899999997,29.37533797,28.514929700000003,32.344243199999994,30.03230391,30.362680100000002,29.57911336,31.17486036,31.16610566,28.24721559,28.26572057,29.82612601,31.40040336,32.14757844,29.77921364,30.89876149,31.11139118,33.00378022,32.9816337,33.62083555,34.76615769,37.51408456,35.8203268,37.1727762,35.93861728,36.8097987,39.80127312,41.44284739,41.647150200000006,42.47501979,38.87028997,45.11563006,42.206333,43.20485173,45.91020425,44.09904979,48.68905132,47.96866092,45.00498999,48.19270337,49.3376599,51.99793769,52.28149944,48.86238195,53.66189808,53.64186349,54.96201123,55.27467221,54.78245379999999,54.08483114,58.31128497,57.06375196,58.99391662,62.83746021,59.58679788,60.92497685,64.12199758,63.98807552,62.16605994,61.71938604,64.37154752,63.46801491,65.64639442,66.31664640000001,68.73570090000001,67.96807108,70.0,64.59937197,69.23774934,67.96939579,68.80214293,65.90611929,67.10740963,69.01492591,Oil Leakage
Slope3,30.33193438,29.85144731,29.19289619,30.02843465,30.02972743,29.89247051,30.22893319,30.19209936,30.19152289,30.12882817,29.25988037,30.15711497,30.01165453,29.96543821,30.21039108,29.61151638,29.83959565,30.19940805,30.54597318,29.96879729,26.0,27.0,26.0,26.0,27.0,27.0,26.0,27.0,26.0,26.0,27.0,26.0,27.0,27.0,26.0,27.0,26.0,27.0,27.0,27.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,26.0,27.0,26.0,25.0,27.0,25.0,27.0,26.0,25.0,27.0,27.0,25.0,23.0,25.0,23.0,25.0,23.0,23.0,24.0,24.0,23.0,25.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,21.83216781,21.69974231,21.33548498,21.31865515,21.42325501,21.89053329,22.38533759,21.00657496,21.63440467,22.39940911,21.83561632,21.9480651,21.91496036,22.74259526,21.79978934,22.50658749,22.05678157,21.86647379,21.86944411,21.37353524,CoolingSystemIssues
SteepDecreaseVariations,30.45163439,29.87384639,29.9930211,29.58773281,29.84790263,30.84627969,29.67533504,30.26795356,29.81268466,30.19407192,30.711206899999997,30.34049394,30.22910842,29.782079,29.87578141,30.76259212,29.92528826,30.20830694,26.0,27.0,26.0,26.0,27.0,27.0,27.0,27.0,27.0,26.0,27.0,27.0,27.0,27.0,26.0,27.0,27.0,27.0,27.0,26.0,26.0,27.0,26.0,26.0,26.0,26.0,27.0,26.0,26.0,27.0,26.0,27.0,27.0,26.0,26.0,27.0,26.0,27.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,27.0,26.0,26.0,27.0,26.0,26.0,26.0,27.0,26.0,27.0,26.0,26.0,27.0,27.0,27.0,27.0,27.0,26.0,27.0,27.0,27.0,27.0,27.0,26.0,27.0,27.0,27.0,26.0,26.0,26.0,27.0,26.0,27.0,27.0,26.0,27.0,27.0,BladeAccumulatorPressureIssues
b'Convex_rise_with_decreasing_ends',27.96114886,35.04917685,39.22672132,41.42679355,44.50080098,43.41250856,47.31330789,48.38620424,46.60841499,48.50421552,45.04395753,49.26908891,47.95623573,50.73845341,51.54311851,48.04213328,53.15344721,52.19077383,55.60748296,54.06251506,53.78114427,53.65391681,54.62911665,52.81909527,54.73399826,56.05971736,52.71658251,56.61106469,60.72780396,58.03153863,55.17172866,57.97081179,55.49934654,56.52126059,57.21258357,60.08439274,59.66600865,59.83724726,60.84089215,62.19707464,56.65669033,58.05055416,59.48312947,61.59774454,58.59494549,61.53360735,64.54738267,61.19301006,62.83360511,59.21008227,60.41983518,61.18180198,64.40883514,62.85619673,61.59392197,63.00431935,63.49268492,65.35875215,63.7250963,62.69050702,64.24870725,63.40007698,64.67649923,66.796064,66.95936803,65.01180285,65.99298671,66.92203425,66.63698983,62.71691539,63.88266702,66.06515348,66.85234188,64.55340867,66.65266823,67.8967965,69.23212407,70.0,67.30897243,66.36371389,68.33266944,68.10733764,67.08676366,65.05723142,64.78626717,64.98212586,66.36104739999999,63.77877757,65.85026504,65.66114254,65.67342443,65.23940117,67.70259748,64.50915479,64.19055168,65.28050314,63.13456717,63.80863121,66.9137181,62.87888051,Overheated oil
SteepDecreaseForward,30.10775144,31.16933908,30.01950291,30.29830412,30.18797637,29.85907792,30.59128352,29.60020317,30.40503033,30.45851716,29.91795122,29.95102987,30.97773716,29.71383391,30.62639838,30.11239894,30.16619916,30.20559132,30.22173389,29.60633759,30.38958322,29.71335901,29.94957612,30.62476869,30.39486763,29.86799537,29.97817947,31.00685609,29.27384558,30.98011342,29.7647571,30.23097867,30.29674854,28.98382275,29.98335875,29.90456735,30.14100788,29.77149517,29.84833912,30.45337636,30.01398414,30.85211434,29.93144051,29.70660481,30.25571172,29.37099113,30.75223415,29.77561633,30.50386962,29.74509055,24.0,24.0,22.0,22.0,24.0,22.0,22.0,22.0,23.0,23.0,22.0,24.0,23.0,22.0,23.0,22.0,22.0,23.0,22.0,24.0,24.0,23.0,24.0,22.0,22.0,22.0,24.0,23.0,24.0,22.0,24.0,23.0,24.0,23.0,24.0,23.0,23.0,22.0,24.0,22.0,24.0,23.0,23.0,24.0,22.0,22.0,22.0,24.0,24.0,22.0,BladeAccumulatorPressureIssues
signal_sensor_fail,29.18143848,31.75878906,29.77533913,29.21860131,29.58526624,27.99905798,32.10034343,28.08807344,29.07913695,30.25291386,30.14453414,28.31458475,0.0,30.067838399999996,29.04659077,30.24001851,30.54602058,28.65883113,29.23577353,29.42871791,31.78656214,29.80067935,29.54212334,29.03547846,29.11127143,29.09123977,0.0,30.63099172,29.69913892,30.32150662,30.11115098,27.78598839,29.44708035,31.49212284,28.01547106,29.03542768,31.23248661,30.89713248,0.0,28.37440118,30.17100429,0.0,31.06174424,29.0775653,31.20500334,30.63561834,0.0,0.0,30.45353302,29.86852568,29.83489101,32.02740537,30.75042208,32.47535292,28.41313756,30.27156323,28.950118800000002,0.0,29.67070242,29.93878828,29.12988599,0.0,29.94506911,29.88815525,0.0,29.56537873,29.80307238,31.55030168,29.74006772,29.80399025,28.44448909,30.10330964,30.25386895,0.0,30.09854777,29.21697403,29.79464661,29.09662921,29.86211936,28.72608713,29.26449116,30.18481856,29.36758329,30.09732922,30.51633132,29.23670147,29.01883341,29.43005442,30.078854200000002,29.58122791,29.60956575,30.50591893,29.3163821,31.18707597,29.07809784,30.40906068,30.49702663,30.36047396,29.70271334,30.220946,Anemometer errors
b'Linear_rise_with_constant_ends',33.20695465,28.52558056,29.87679913,29.97100558,28.71492343,30.30325701,34.22806535,31.19199952,28.68185659,24.95483722,31.40520808,31.61812748,28.49831681,29.90776598,31.68307863,31.33229323,31.1942663,33.07895616,27.96931803,28.89472183,32.38192427,31.33876577,34.03412527,30.05409042,29.25585638,29.61307087,31.25123006,34.11926225,28.24482545,27.4328249,30.69097005,31.06913781,29.21626697,29.23487115,26.67727133,30.53041686,28.62954332,29.57012707,31.19646846,31.36449302,29.93299287,31.52896972,31.00663146,28.00461343,28.23884003,28.64088773,29.48276706,32.56204677,28.65368523,29.34040886,29.02762355,29.53539007,30.30019839,28.73132947,30.66337836,29.35684026,27.94972609,28.19452531,30.53170369,28.62771472,29.80857925,32.61651181,33.48578097,31.46271314,34.35114112,36.01149265,37.869529799999995,40.46957681,37.596833399999994,39.824332500000004,41.67737083,46.88672578,45.04666463,48.56834759,46.37886274,46.01889332,52.1193036,49.01658047,48.23242797,52.6045767,55.12604422,54.67349133,58.37251749,56.52498346,60.73162638,60.14579504,63.17198974,60.86703527,64.74403325,66.34061891,65.08953033,68.05425949,69.83707286,65.85858936,70.0,69.63710455,66.09251888,66.97410733,68.59323322,67.61057357,Oil Leakage
